#separator:Tab				
#html:true				
#notetype column:1				
#deck column:2				
#tags column:5				
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Arquitetura de Computadores	Atributos visíveis ao programador, impactando a execução lógica de um programa.	Arquitetura, Computador, Fundamentos
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Organização de Computadores	Unidades operacionais e suas interconexões, que realizam a arquitetura especificada.	Organização, Computador, Fundamentos
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Estrutura	A forma como os componentes estão inter-relacionados.	Computação, Estrutura, Fundamentos
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Fundamentos	Função	A operação individual de cada componente como parte da estrutura.	Computação, Função, Fundamentos
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Unidade Aritmética Central (CA)	Parte do dispositivo responsável pelas operações aritméticas.	Processador, Aritmética, Fundamentos
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Unidade de Controle Central (CC)	Responsável pela sequenciação das operações do dispositivo.	Processador, Controle, Fundamentos
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Memória (M)	Parte do dispositivo que armazena dados e instruções.	Memória, Fundamentos
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Entrada (I)	Unidades para transferir informações do meio externo para as partes internas.	Entrada, Computação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Entrada e Saída	Saída (O)	Unidades para transferir informações das partes internas para o meio externo.	Saída, Computação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Barramentos	Barramento de Dados	Caminho para movimentação de dados entre os módulos do sistema.	Barramento, Computação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Barramentos	Largura do Barramento de Dados	Número de linhas separadas no barramento de dados, determinando quantos bits podem ser transferidos simultaneamente.	Barramento, Dados
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Coerência de Cache	Mecanismos para garantir que múltiplos processadores compartilhem uma imagem válida da memória principal.	Cache, Memória
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Localidade de Referência	Referências à memória tendem a se agrupar, base para o desempenho da hierarquia de memória.	Memória, Cache
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Paginação	Divisão da memória em pedaços iguais de tamanho fixo (frames) e dos processos em páginas, permitindo alocação não contígua.	Paginação, Memória
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Tabela de Página	Mostra a localização de cada página de um processo na memória.	Paginação, Memória
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Memória	Translation Lookaside Buffer (TLB)	Cache de entradas da tabela de páginas para acelerar a tradução de endereços.	Memória, TLB
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Representação em Ponto Fixo	Representação onde a vírgula binária é fixa em uma posição.	Processador, Representação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Representação em Complemento de Dois	Método comum para representar inteiros com sinal.	Processador, Representação
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Representação em Ponto Flutuante	Permite representar números muito grandes e frações muito pequenas.	Processador, Ponto Flutuante
Básico	Ciência da Computação::Arquitetura e Organização de Computadores::Processador	Expoente	Parte de um número de ponto flutuante que indica a escala do número.	Processador, Expoente
