#separator:Tab				
#html:true				
#notetype column:1				
#deck column:2				
#tags column:5				
Básico	Ciência da Computação::Linguagem de programação::Java                       	O que é Java Virtual Machine (JVM)?                                                                                                                                                          	A JVM é um ambiente de execução que permite rodar programas Java em qualquer sistema operacional compatível.                                      	Java, JVM, Fundamentos                    
Básico	Ciência da Computação::Linguagem de programação::Java                       	O que são exceções em Java?                                                                                                                                                                  	Exceções são eventos anômalos que podem ocorrer durante a execução de um programa, sendo tratadas com blocos try-catch.                           	Java, Exceções, Tratamento de Erros       
Básico	Ciência da Computação::Linguagem de programação::Java                       	O que é 'casting' em Java?                                                                                                                                                                   	Casting é a conversão de um tipo de dado para outro, podendo ser implícito (automático) ou explícito (forçado pelo programador).                  	Java, Casting, Conversão de Tipos         
Básico	Ciência da Computação::Linguagem de programação::Java                       	O que é 'boxing' e 'unboxing' em Java?                                                                                                                                                       	Boxing é a conversão de tipos primitivos para seus equivalentes objetos (ex: int → Integer). Unboxing é o processo inverso.                       	Java, Boxing, Unboxing, Conversão de Tipos
Básico	Ciência da Computação::Linguagem de programação::Java                       	O que é o operador ternário em Java?                                                                                                                                                         	O operador ternário (`? :`) permite realizar uma operação condicional em uma única linha de código.                                               	Java, Operador Ternário, Condicional      
Básico	Ciência da Computação::Linguagem de programação::Java::Conceitos Avançados  	O que é o Streams em Java?                                                                                                                                                                   	Streams em Java são uma API introduzida no Java 8 que permite manipular coleções de dados de forma declarativa e funcional.                       	Streams, Java, API, Java 8                
Básico	Ciência da Computação::Linguagem de programação::Java::Conceitos Avançados  	O que são Exception em Java e para que são usadas?                                                                                                                                           	Exceptions em Java são mecanismos para lidar com erros e exceções que podem ocorrer durante a execução do programa.                               	Java, Exceptions, Tratamento de Erros     
Básico	Ciência da Computação::Linguagem de programação::Java::Conceitos Avançados  	A linguagem Java vem se modernizando durante o tempo. Em sua versão 10, a linguagem incluiu um recurso de inferência de tipos. Esse recurso pode ser obtido utilizando-se qual palavra-chave?	"A palavra-chave ""var"" foi introduzida no Java 10 para inferência de tipos."                                                                    	Java, Inferência de Tipos, Java 10        
Básico	Ciência da Computação::Linguagem de programação::Java::Conceitos Avançados  	O que é 'autoboxing' em Java?                                                                                                                                                                	Autoboxing é a conversão automática de tipos primitivos em seus equivalentes objetos (`int` para `Integer`).                                      	Java, Autoboxing, Tipos Primitivos        
Básico	Ciência da Computação::Linguagem de programação::Java::Conceitos Avançados  	O que é 'generics' em Java?                                                                                                                                                                  	Generics permitem criar classes, interfaces e métodos parametrizados, garantindo segurança de tipo em tempo de compilação.                        	Java, Generics, Tipagem                   
Básico	Ciência da Computação::Linguagem de programação::Java::Conceitos Avançados  	O que é 'casting seguro' (safe casting) em Java?                                                                                                                                             	Casting seguro usa `instanceof` para verificar se uma conversão de tipo pode ser feita sem erro.                                                  	Java, Casting, Segurança                  
Básico	Ciência da Computação::Linguagem de programação::Java::Conversões de Tipo   	O que é 'autoboxing' em Java?                                                                                                                                                                	Autoboxing é a conversão automática de tipos primitivos em seus equivalentes objetos (`int` para `Integer`).                                      	Java, Autoboxing, Tipos Primitivos        
Básico	Ciência da Computação::Linguagem de programação::Java::Conversões de Tipo   	O que é 'casting seguro' (safe casting) em Java?                                                                                                                                             	Casting seguro usa `instanceof` para verificar se uma conversão de tipo pode ser feita sem erro.                                                  	Java, Casting, Segurança                  
Básico	Ciência da Computação::Linguagem de programação::Java::Estruturas de Dados  	O que é um array em Java?                                                                                                                                                                    	Um array é uma estrutura de dados que armazena múltiplos elementos do mesmo tipo em uma sequência indexada.                                       	Java, Arrays, Estruturas de Dados         
Básico	Ciência da Computação::Linguagem de programação::Java::Estruturas de Dados  	Qual é a diferença entre ArrayList e Array em Java?                                                                                                                                          	ArrayList é uma implementação dinâmica de array, enquanto Array possui tamanho fixo definido na criação.                                          	Java, ArrayList, Estruturas de Dados      
Básico	Ciência da Computação::Linguagem de programação::Java::Modificadores        	O que é o modificador 'final' em Java?                                                                                                                                                       	O modificador 'final' impede que variáveis sejam reatribuídas, métodos sejam sobrescritos e classes sejam estendidas.                             	Java, Final, Modificadores                
